student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar,2_yr_inst,4_yr_inst,private_fp,private,public,hbcu_no,hbcu_yes,flagship_no,flagship_yes,associates_privatefp,associates_pr_sl,associates_pr_sm,associates_pu_multi,bachelors_as,bacelors_df,bachelors_associates,masters_lp,masters_mp,Other_institutions
2552,27,23.9,21.5,71458.0,34779,66436,91.4,2157,6128.0,28599.0,65,86,32.1,96,82.8,36.0,106,66.4,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1746,30,18.1,24.6,39307.0,46698,38763,61.9,2036,4655.0,8677.865365853659,44,47,83.4,67,18.5,48.0,106,54.2,36,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,8,18.1,24.6,82285.0,46698,38763,100.0,2157,5299.0,8677.865365853659,80,80,63.5,50,100.0,48.0,386,100.0,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6271,21,23.9,21.5,37408.0,34779,66436,35.5,4474,3585.0,5953.0,27,42,42.8,67,34.0,36.0,128,47.5,426,20,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2552,18,21.5,22.79326963024512,22678.0,23547,37780,43.4,2157,3983.0,108.0,6,24,43.1,62,19.6,5.0,125,44.5,426,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
200,31,24.2,22.5,70660.0,71929,101725,47.5,128,4057.0,15951.0,45,45,54.7,66,75.0,47.0,106,78.4,20,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,25,23.9,21.5,22361.0,34779,66436,34.4,2157,3869.0,1721.0,27,42,39.9,67,25.3,36.0,34,37.8,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
474,27,18.1,24.6,70533.0,46698,38763,83.8,752,5099.0,8677.865365853659,20,24,65.5,60,10.8,48.0,114,46.4,217,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3167,18,18.1,24.6,75465.0,46698,38763,76.6,3502,5360.0,8677.865365853659,29,38,56.8,53,38.0,48.0,114,73.4,444,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
463,38,18.1,24.6,31796.0,46698,38763,67.8,540,4052.0,8677.865365853659,10,10,67.6,67,23.9,48.0,54,65.8,10,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3425,30,24.2,22.5,50801.0,71929,101725,64.3,2873,16803.0,11979.0,24,38,29.4,71,97.9,47.0,169,54.4,581,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
449,26,24.2,22.5,29767.0,71929,101725,14.3,345,10444.0,8677.865365853659,14,14,77.8,50,3.2,47.0,343,16.2,14,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2552,23,24.2,22.5,55632.0,71929,101725,74.9,2157,5044.0,8677.865365853659,59,67,59.6,73,61.5,47.0,124,65.7,430,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
614,21,20.95158466646544,22.79326963024512,23982.0,25317,24795,100.0,801,3757.0,8677.865365853659,6,62,72.9,68,70.0,39.0,517,57.64853159299911,590,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3057,23,23.9,21.5,30369.0,34779,66436,31.1,2179,2383.0,1548.0,27,42,39.0,67,37.5,36.0,289,53.6,426,20,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4288,22,23.9,21.5,31596.0,34779,66436,29.1,2983,4670.0,1390.0,27,42,31.2,67,32.8,36.0,99,42.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
511,18,21.7,22.5,16817.0,108974,101725,23.9,351,3629.0,570.0,50,50,55.9,66,45.7,30.0,106,28.2,2,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10533,20,23.9,21.5,30474.0,34779,66436,41.6,8012,4066.0,1487.0,27,42,46.3,67,25.7,36.0,125,52.0,426,20,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2552,21,23.9,21.5,23317.0,34779,66436,40.1,2157,3956.0,3411.0,27,42,51.6,67,27.3,36.0,34,54.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11380,22,24.2,22.5,53231.42932960894,71929,101725,93.5,2157,6254.176693925234,8677.865365853659,70,81,18.5,91,84.9,47.0,106,75.7,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
189,19,24.2,22.5,23653.0,71929,101725,100.0,320,3837.0,8677.865365853659,44,44,73.8,67,57.9,47.0,124,100.0,9,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
768,21,20.95158466646544,22.79326963024512,30166.0,25317,24795,87.1,829,4245.0,8677.865365853659,50,58,79.2,57,62.9,39.0,517,57.64853159299911,395,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
738,21,18.1,24.6,14167.0,46698,38763,92.3,874,4727.0,8677.865365853659,27,42,73.3,60,37.3,48.0,83,84.4,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1179,24,21.5,22.79326963024512,27992.0,23547,37780,40.9,903,4566.0,1895.0,27,43,56.3,66,46.2,5.0,111,59.1,208,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,27,23.9,21.5,33419.0,34779,66436,70.7,2157,4824.0,6018.0,21,50,34.8,81,61.6,36.0,386,51.2,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
612,36,24.2,22.5,0.0,71929,101725,87.9,563,13026.0,8550.0,28,33,33.8,71,17.2,47.0,42,46.5,139,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5156,27,24.2,22.5,69762.0,71929,101725,67.0,4822,10302.0,2645.0,25,40,44.2,71,50.6,47.0,96,27.8,488,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6708,27,23.9,21.5,19649.0,34779,66436,39.9,5197,4712.0,6868.0,27,42,31.5,67,36.4,36.0,34,39.8,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
714,37,18.1,24.6,28852.0,46698,38763,75.5,1054,4304.0,8677.865365853659,33,55,80.1,100,24.0,48.0,124,53.1,18,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2887,19,24.2,22.5,83541.0,71929,101725,81.7,2420,13014.0,23183.0,40,47,34.8,73,55.5,47.0,169,99.8,423,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2552,23,23.9,21.5,20204.0,34779,66436,31.8,2157,2757.0,879.0,27,42,46.9,67,23.8,36.0,99,44.9,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10206,23,21.5,22.79326963024512,19888.0,23547,37780,39.2,7030,3674.0,4286.0,19,35,44.4,63,34.3,5.0,99,50.1,1448,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11235,23,23.9,21.5,26206.0,34779,66436,39.8,8740,3748.0,990.0,27,42,37.6,67,28.7,36.0,128,52.3,426,20,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
11085,20,23.9,21.5,34331.0,34779,66436,34.7,7935,4669.0,1393.0,27,42,41.5,67,24.6,36.0,128,46.2,426,20,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1253,22,24.2,22.5,53231.42932960894,71929,101725,96.7,1273,11556.0,27160.0,56,64,30.0,77,63.8,47.0,114,71.2,291,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2608,21,24.2,22.5,106878.0,71929,101725,90.7,2674,6254.176693925234,8677.865365853659,60,67,31.6,83,100.0,47.0,386,100.0,525,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2552,29,24.2,22.5,26174.0,71929,101725,68.5,2157,6989.0,2998.0,30,45,45.4,69,100.0,47.0,386,19.1,453,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2552,22,23.9,21.5,27960.0,34779,66436,28.7,2157,3376.0,1241.0,27,42,42.7,67,19.2,36.0,124,37.0,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2552,24,23.9,21.5,25944.0,34779,66436,40.1,2157,2232.0,1916.0,27,42,38.3,67,31.9,36.0,128,46.1,426,20,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
131,9,18.1,24.6,30627.0,46698,38763,7.6,94,3780.0,8677.865365853659,27,42,65.9,67,12.0,48.0,79,0.0,426,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,19,23.9,21.5,14911.0,34779,66436,37.4,2157,4007.0,725.0,27,42,47.7,67,25.3,36.0,106,50.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6127,18,23.9,21.5,28925.0,34779,66436,37.4,4698,3891.0,361.0,27,42,38.7,67,33.4,36.0,128,49.6,426,20,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2699,25,23.9,21.5,40390.0,34779,66436,35.9,1902,3986.0,2640.0,27,42,45.5,67,44.8,36.0,289,57.4,426,20,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,26,23.9,21.5,47794.0,34779,66436,76.3,2157,6084.0,9188.0,35,63,41.3,88,75.2,36.0,106,39.1,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1035,15,24.2,22.5,62461.0,71929,101725,93.0,1588,14401.0,6553.0,27,38,51.1,61,67.5,47.0,386,64.2,222,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2729,20,24.2,22.5,95137.0,71929,101725,98.6,2661,6254.176693925234,41755.0,56,64,36.5,78,60.8,47.0,386,88.1,557,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3083,20,24.2,22.5,68283.0,71929,101725,80.2,2201,9495.0,2830.0,24,38,41.8,68,47.9,47.0,343,46.3,558,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2552,25,21.5,22.79326963024512,25542.0,23547,37780,47.0,2157,7076.0,829.0,13,33,43.6,58,31.8,5.0,128,49.8,426,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
738,21,18.1,24.6,29087.0,46698,38763,82.5,1108,4546.0,8677.865365853659,37,37,75.0,50,33.8,48.0,124,56.4,8,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
468,21,18.1,24.6,35053.0,46698,38763,78.4,621,4907.0,8677.865365853659,0,0,79.2,67,29.0,48.0,124,49.7,1,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6499,20,24.2,22.5,62917.0,71929,101725,95.2,6494,10419.0,4130.0,50,61,24.7,75,44.4,47.0,386,73.5,1169,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
301,20,24.2,22.5,31968.0,71929,101725,78.4,229,8307.0,271.0,28,34,62.9,47,50.0,47.0,106,82.0,35,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
224,17,24.2,22.5,76934.0,71929,101725,90.2,167,5904.0,3648.0,19,32,56.6,60,25.0,47.0,106,41.7,31,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,24,23.9,21.5,15845.0,34779,66436,39.2,2157,4541.0,1893.0,27,42,44.6,67,30.6,36.0,125,45.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1043,27,24.2,22.5,45387.0,71929,101725,85.1,959,6254.176693925234,4235.0,26,39,64.9,49,34.5,47.0,106,42.2,138,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
667,18,24.2,22.5,69627.0,71929,101725,94.9,644,13336.0,6633.0,1,32,45.0,52,100.0,47.0,343,99.2,116,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5640,17,18.1,24.6,41582.0,46698,38763,58.6,5736,3593.0,8677.865365853659,23,33,69.2,71,8.1,48.0,124,38.1,21,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
10158,24,23.9,21.5,42621.0,34779,66436,74.6,8810,5501.0,4664.0,20,42,41.0,70,52.9,36.0,79,36.5,912,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3394,19,18.4,21.5,51855.0,57843,66436,69.2,2564,4200.0,4111.0,27,42,46.1,60,56.9,23.0,34,76.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
915,19,21.7,22.5,53231.42932960894,108974,101725,98.0,892,6254.176693925234,8677.865365853659,66,72,44.9,82,70.1,30.0,252,85.2,218,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
383,21,20.95158466646544,22.79326963024512,79827.0,43579,24795,98.4,307,7895.0,8677.865365853659,73,73,39.4,63,23.5,8.0,517,96.3,130,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3894,27,17.2,22.79326963024512,11683.0,21560,37780,53.7,3707,4484.0,8677.865365853659,30,41,80.9,54,47.6,28.0,289,43.5,553,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6195,15,17.2,22.79326963024512,34896.0,21560,37780,47.7,5000,3844.0,231.0,5,13,56.1,56,50.6,28.0,289,45.7,1033,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3660,14,18.4,21.5,73692.0,57843,66436,82.5,3331,5368.0,485.0,16,42,72.3,69,64.1,23.0,169,65.7,626,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
316,13,20.95158466646544,25.9,53231.42932960894,50109,34510,97.8,283,9004.0,32681.0,13,21,57.2,44,88.0,2.0,73,91.1,153,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6377,17,18.4,21.5,47207.0,57843,66436,73.5,5831,5045.0,1417.0,10,33,43.4,67,62.5,23.0,386,44.9,753,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3078,15,18.0,24.6,98230.0,59081,38763,83.3,3140,5239.0,8677.865365853659,13,24,66.9,42,31.6,15.0,114,47.7,409,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4859,19,17.2,22.79326963024512,18473.0,21560,37780,36.3,4217,5008.0,8677.865365853659,10,23,76.5,54,33.2,28.0,31,42.8,488,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1439,26,21.7,22.5,44129.0,108974,101725,89.7,1376,16855.0,2402.0,33,48,59.1,48,37.6,30.0,343,45.0,66,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3016,12,18.4,21.5,57393.0,57843,66436,54.2,2437,4197.0,8677.865365853659,27,42,71.1,80,46.3,23.0,31,38.7,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2629,17,21.7,22.5,90599.0,108974,101725,95.6,2631,8948.0,18051.0,21,38,70.8,65,61.2,30.0,79,88.0,1061,20,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4379,22,17.2,22.79326963024512,21248.0,21560,37780,40.2,3494,4750.0,8677.865365853659,15,20,69.5,56,46.5,28.0,289,41.9,626,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2695,12,17.2,22.79326963024512,28139.0,21560,37780,42.3,2308,4019.0,311.0,4,6,79.0,55,45.1,28.0,289,50.5,567,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
751,18,18.0,24.6,58362.0,59081,38763,52.9,1180,4733.0,8677.865365853659,18,18,80.5,67,28.1,15.0,124,57.64853159299911,22,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2141,19,21.7,22.5,141578.0,108974,101725,98.4,2025,6254.176693925234,8677.865365853659,50,60,26.3,79,86.0,30.0,252,90.1,537,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
554,24,21.7,22.5,25249.0,108974,101725,43.0,388,3144.0,8677.865365853659,9,40,62.5,96,15.4,30.0,106,24.8,22,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1700,26,21.7,22.5,44908.0,108974,101725,63.2,1428,10143.0,13894.0,29,44,52.1,66,42.0,30.0,386,58.6,223,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
693,19,21.7,22.5,85861.0,108974,101725,72.6,513,12781.0,27945.0,9,15,45.7,59,52.1,30.0,343,50.3,163,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
233,12,20.95158466646544,22.79326963024512,46013.0,43579,24795,28.3,186,1374.0,8677.865365853659,10,10,65.1,25,75.0,8.0,517,29.4,10,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2987,14,18.4,21.5,68874.0,57843,66436,61.5,2447,4212.0,2548.0,27,42,51.3,57,52.3,23.0,289,41.0,426,20,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6915,13,17.2,22.79326963024512,18093.0,21560,37780,32.1,4768,4131.0,8677.865365853659,11,17,57.2,55,25.8,28.0,106,39.8,911,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
103,15,21.7,22.5,60318.0,108974,101725,57.3,79,6062.0,8677.865365853659,0,0,79.3,78,27.3,30.0,81,57.64853159299911,9,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6893,20,18.4,21.5,49540.0,57843,66436,57.1,5585,4633.0,686.0,8,28,57.8,72,73.0,23.0,343,30.9,420,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3739,16,17.2,22.79326963024512,16394.0,21560,37780,38.1,3241,4374.0,8677.865365853659,8,16,70.1,45,34.4,28.0,289,32.0,467,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7013,16,18.4,21.5,56347.0,57843,66436,71.0,6037,5037.0,6514.0,12,30,45.6,66,58.8,23.0,386,56.7,968,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6051,23,17.2,22.79326963024512,18095.0,21560,37780,35.3,4629,4262.0,8677.865365853659,10,18,70.8,51,42.0,28.0,289,34.9,849,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1104,22,21.7,22.5,101212.0,108974,101725,95.1,1069,15262.0,24117.0,47,58,29.6,84,70.1,30.0,343,82.7,291,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
5015,16,18.4,21.5,41916.0,57843,66436,60.7,3846,4398.0,2488.0,7,20,61.2,71,70.3,23.0,124,55.9,116,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
777,18,18.0,24.6,47078.0,59081,38763,48.8,760,4749.0,8677.865365853659,8,8,71.8,45,35.1,15.0,386,13.0,46,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2857,6,18.4,21.5,88306.0,57843,66436,76.8,2345,6758.0,82.0,27,42,98.5,67,62.7,23.0,111,70.4,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
806,18,21.7,22.5,94711.0,108974,101725,87.1,748,10901.0,4764.0,30,45,51.1,64,61.4,30.0,343,51.3,140,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7836,25,21.7,22.5,53231.42932960894,108974,101725,98.0,8696,6254.176693925234,8677.865365853659,83,90,21.9,94,81.9,30.0,106,94.5,1226,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5492,13,17.2,22.79326963024512,55354.0,21560,37780,51.8,4071,4018.0,8.0,1,7,51.5,64,56.0,28.0,289,58.7,1125,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2858,11,18.4,21.5,78466.0,57843,66436,89.9,2981,5214.0,1782.0,7,30,76.5,58,81.8,23.0,343,84.5,708,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2552,20,18.4,21.5,85980.0,57843,66436,91.3,2157,8510.0,8677.865365853659,40,82,19.3,95,85.7,23.0,106,88.9,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2667,20,18.4,21.5,40893.0,57843,66436,70.1,2459,4979.0,4532.0,15,35,47.7,65,70.1,23.0,106,52.4,388,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5729,20,18.4,21.5,52917.0,57843,66436,91.9,5540,6178.0,5101.0,38,61,21.8,84,76.5,23.0,386,71.2,1197,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1651,18,17.2,22.79326963024512,114815.0,21560,37780,80.9,1650,6071.0,1726.0,23,37,62.2,55,34.8,28.0,4,62.8,332,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,16,18.4,21.5,52327.0,57843,66436,88.0,2157,5192.0,2244.0,25,50,37.5,80,87.1,23.0,79,67.5,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,20,18.4,21.5,49608.0,57843,66436,74.0,2157,5995.0,5272.0,21,53,50.9,82,73.6,23.0,106,44.5,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,27,18.4,21.5,54735.0,57843,66436,94.2,2157,7686.0,2069.0,56,82,23.6,94,87.0,23.0,106,72.8,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4187,15,18.4,21.5,36914.0,57843,66436,65.9,3336,4069.0,703.0,27,42,53.9,100,53.2,23.0,34,67.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5177,17,17.2,22.79326963024512,19112.0,21560,37780,41.4,4168,4427.0,8677.865365853659,12,18,67.4,48,38.6,28.0,99,33.5,719,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
174,21,20.95158466646544,25.9,11237.0,50109,34510,100.0,165,2595.0,8677.865365853659,61,67,84.9,67,100.0,2.0,73,100.0,117,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
368,32,20.95158466646544,22.79326963024512,24332.0,43579,24795,45.7,404,4003.0,8677.865365853659,23,52,81.6,63,12.9,8.0,517,80.2,89,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
7180,20,17.2,22.79326963024512,15252.0,21560,37780,31.8,5138,3976.0,8677.865365853659,9,18,54.2,54,25.2,28.0,106,32.3,554,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,17,18.4,21.5,54265.0,57843,66436,74.6,2157,4457.0,1180.0,15,43,41.8,75,51.7,23.0,386,50.2,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
856,21,21.7,22.5,93074.0,108974,101725,91.8,853,16845.0,8677.865365853659,30,37,45.2,61,65.4,30.0,343,65.7,224,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3579,26,17.2,22.79326963024512,16030.0,21560,37780,29.1,2435,3867.0,8677.865365853659,12,27,53.4,61,35.6,28.0,289,39.8,424,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
765,9,21.7,22.5,98102.0,108974,101725,72.7,849,6499.0,8677.865365853659,21,21,48.1,69,67.4,30.0,252,15.8,23,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10470,11,17.2,22.79326963024512,23622.0,21560,37780,32.8,8173,4282.0,8677.865365853659,5,9,53.4,49,37.9,28.0,106,29.7,1520,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
393,24,18.0,24.6,39742.0,59081,38763,71.0,526,4490.0,8677.865365853659,9,22,64.7,31,24.3,15.0,343,24.8,31,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4419,24,21.7,22.5,70592.0,108974,101725,82.8,4075,16768.0,24270.0,44,59,41.0,82,67.5,30.0,386,49.1,602,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2170,16,21.7,22.5,125758.0,108974,101725,92.4,2379,6254.176693925234,8677.865365853659,38,53,50.2,80,77.0,30.0,252,86.1,626,20,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2058,24,17.2,22.79326963024512,19812.0,21560,37780,38.3,1493,4027.0,8677.865365853659,28,39,65.6,54,34.5,28.0,289,66.2,298,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2441,21,17.2,22.79326963024512,22413.0,21560,37780,42.1,1976,4051.0,8677.865365853659,17,29,70.0,49,46.5,28.0,289,51.9,562,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1091,18,21.7,22.5,106870.0,108974,101725,90.9,1027,6254.176693925234,18477.0,54,62,39.8,79,55.5,30.0,252,67.0,179,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
924,11,21.7,22.5,53231.42932960894,108974,101725,90.7,828,6790.0,8677.865365853659,3,20,77.1,67,74.6,30.0,343,88.4,258,20,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1281,22,21.7,22.5,24317.0,108974,101725,88.3,1255,11747.0,23346.0,40,46,50.9,70,51.4,30.0,386,57.6,180,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1217,20,21.7,22.5,76371.0,108974,101725,93.8,1196,9839.0,31428.0,20,28,48.0,60,35.7,30.0,343,77.6,273,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4784,13,17.2,22.79326963024512,13484.0,21560,37780,36.6,3677,4171.0,8677.865365853659,18,25,65.5,53,28.4,28.0,289,26.5,551,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8825,21,21.7,22.5,83588.0,108974,101725,83.3,8146,12615.0,1645.0,46,68,26.0,80,79.7,30.0,114,72.9,1596,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4602,9,18.4,21.5,102724.0,57843,66436,89.0,4045,5676.0,1037.0,8,29,74.0,70,78.2,23.0,252,77.7,611,20,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1544,15,21.7,22.5,92507.0,108974,101725,89.6,1488,13274.0,8711.0,33,46,47.3,70,63.7,30.0,252,80.0,276,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1828,26,17.2,22.79326963024512,13773.0,21560,37780,53.4,1565,4884.0,8677.865365853659,23,31,72.6,59,37.1,28.0,289,70.7,530,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
