student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar,2_yr_inst,4_yr_inst,private_fp,private,public,hbcu_no,hbcu_yes,flagship_no,flagship_yes,associates_privatefp,associates_pr_sl,associates_pr_sm,associates_pu_multi,bachelors_as,bacelors_df,bachelors_associates,masters_lp,masters_mp,Other_institutions
1842,24,22.8,22.5,101674.0,108407,101725,95.8,1726,6254.176693925234,36002.0,53,61,19.0,88,34.0,29.13617259736621,169,93.2,528,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
534,21,22.8,22.5,53231.42932960894,108407,101725,98.1,488,6254.176693925234,8677.865365853659,56,58,48.5,72,61.3,29.13617259736621,252,79.1,174,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1197,21,22.6,24.6,64826.0,54039,38763,79.2,1066,7967.0,8677.865365853659,27,42,69.8,58,41.8,17.0,83,91.7,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,14,18.0,22.79326963024512,87756.0,59231,37780,55.4,2157,5016.0,8677.865365853659,3,13,35.0,63,15.1,35.0,106,49.7,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
476,21,24.9,22.79326963024512,24880.0,44481,24795,100.0,631,6560.0,8677.865365853659,81,81,87.9,79,16.7,22.0,517,100.0,258,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
119,9,22.8,22.5,68246.0,108407,101725,100.0,119,9008.0,8677.865365853659,0,60,90.2,66,66.7,29.13617259736621,106,27.3,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
152,3,22.8,22.5,53231.42932960894,108407,101725,100.0,198,12330.0,8677.865365853659,0,6,44.4,62,88.9,29.13617259736621,106,86.8,33,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
104,8,22.8,22.5,53231.42932960894,108407,101725,100.0,100,9332.0,8677.865365853659,0,33,46.5,76,61.9,29.13617259736621,106,48.0,12,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
220,7,22.8,22.5,89799.0,108407,101725,100.0,231,9535.0,8677.865365853659,0,28,76.8,78,90.9,29.13617259736621,106,100.0,64,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2887,34,22.8,22.5,53231.42932960894,108407,101725,96.4,2606,6254.176693925234,8677.865365853659,60,85,18.1,92,79.3,29.13617259736621,106,94.0,898,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
470,14,22.8,22.5,16321.0,108407,101725,100.0,450,9359.0,7252.0,0,74,87.1,97,88.9,29.13617259736621,106,100.0,97,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
164,21,22.8,22.5,53231.42932960894,108407,101725,100.0,197,7664.0,8677.865365853659,0,0,59.5,88,88.9,29.13617259736621,106,1.3,1,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2607,16,14.8,22.79326963024512,48295.0,37924,37780,44.9,1970,4962.0,2066.0,19,19,39.9,61,30.0,59.0,289,29.4,315,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1427,17,19.5,24.6,104025.0,58286,38763,57.3,1242,4218.0,8677.865365853659,35,40,75.7,37,33.7,12.0,114,50.9,76,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2776,15,14.8,22.79326963024512,45591.0,37924,37780,27.4,1782,4806.0,763.0,5,34,62.4,54,29.5,59.0,289,24.4,172,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,21,21.1,21.5,47683.0,74454,66436,94.3,2157,6819.0,4526.0,41,68,25.9,87,71.0,16.0,386,71.8,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8092,13,14.8,22.79326963024512,31837.0,37924,37780,32.6,6992,3371.0,8677.865365853659,5,17,43.0,58,31.3,59.0,128,10.5,402,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1057,21,21.4,22.5,74655.0,57636,101725,85.1,1014,13268.0,24393.0,40,48,49.6,68,65.1,43.0,343,99.5,217,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2019,16,14.8,22.79326963024512,39685.0,37924,37780,42.9,1512,7669.0,1185.0,7,17,53.0,45,26.3,59.0,111,29.6,231,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1647,21,21.4,22.5,75793.0,57636,101725,94.0,1535,12254.0,5529.0,32,38,46.1,65,58.1,43.0,343,44.7,210,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
680,15,21.4,22.5,53231.42932960894,57636,101725,89.6,703,6254.176693925234,16115.0,25,44,71.9,60,82.2,43.0,252,93.3,223,20,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1199,13,14.8,22.79326963024512,38630.0,37924,37780,45.0,1186,2287.0,261.0,3,12,69.9,47,36.9,59.0,111,25.4,187,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2324,12,14.8,22.79326963024512,47405.0,37924,37780,30.9,1931,7656.0,4658.0,7,17,38.4,66,25.9,59.0,289,36.4,298,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
701,19,21.4,22.5,117043.0,57636,101725,98.4,626,16196.0,34639.0,31,43,41.5,56,59.1,43.0,252,71.3,169,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1809,20,14.8,22.79326963024512,43329.0,37924,37780,51.5,1227,3948.0,238.0,7,23,42.1,63,15.6,59.0,111,23.1,177,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
451,21,21.4,22.5,20030.0,57636,101725,37.5,356,4437.0,4632.0,27,42,36.3,67,43.8,43.0,43,25.7,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3933,19,14.8,22.79326963024512,38252.0,37924,37780,40.3,3636,4439.0,84.0,8,20,48.9,51,36.0,59.0,289,20.4,538,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4465,21,21.4,22.5,66735.0,57636,101725,79.2,4484,6254.176693925234,20894.0,39,48,36.9,79,45.2,43.0,386,64.4,887,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9246,15,14.8,22.79326963024512,35139.0,37924,37780,48.7,8372,5946.0,521.0,10,14,45.7,58,39.2,59.0,128,35.6,908,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1524,21,14.8,22.79326963024512,36095.0,37924,37780,42.1,1431,4849.0,979.0,8,16,78.2,54,71.8,59.0,111,34.5,149,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1298,23,21.4,22.5,88825.0,57636,101725,93.2,1176,15787.0,40089.0,41,52,43.0,70,100.0,43.0,343,70.9,266,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4561,16,14.8,22.79326963024512,39001.0,37924,37780,39.0,3785,4890.0,8677.865365853659,20,20,43.3,69,37.0,59.0,289,18.5,570,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
256,29,19.5,24.6,82647.0,58286,38763,89.1,265,4523.0,8677.865365853659,27,42,54.2,100,43.1,12.0,83,31.2,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4728,18,14.8,22.79326963024512,33090.0,37924,37780,46.7,3675,4710.0,854.0,11,19,43.3,56,28.6,59.0,289,17.7,548,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,11,14.8,22.79326963024512,54134.0,37924,37780,35.4,2157,4649.0,8677.865365853659,4,11,41.2,55,30.4,59.0,125,24.5,1201,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1361,10,21.4,22.5,119588.0,57636,101725,94.4,1261,13114.0,18888.0,14,24,67.1,48,57.8,43.0,343,78.7,332,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3371,12,14.8,22.79326963024512,38683.0,37924,37780,34.9,2541,4059.0,245.0,15,23,50.7,49,12.4,59.0,289,24.4,491,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4433,16,14.8,22.79326963024512,22279.0,37924,37780,50.3,4502,3681.0,682.0,15,24,49.7,58,29.0,59.0,289,24.6,412,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3376,18,14.8,22.79326963024512,39457.0,37924,37780,41.8,2712,3007.0,652.0,4,12,43.9,60,24.0,59.0,289,16.8,283,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4073,18,14.8,22.79326963024512,25896.0,37924,37780,48.6,3581,4849.0,2623.0,15,26,83.9,62,26.9,59.0,106,41.2,468,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1788,23,21.4,22.5,53231.42932960894,57636,101725,100.0,1932,6254.176693925234,8677.865365853659,89,92,13.1,95,93.5,43.0,252,100.0,464,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6646,20,21.4,22.5,53231.42932960894,57636,101725,99.7,8241,6254.176693925234,8677.865365853659,87,94,13.7,97,94.3,43.0,106,100.0,1699,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5605,13,14.8,22.79326963024512,31737.0,37924,37780,28.9,3515,6717.0,8677.865365853659,7,11,43.1,50,20.7,59.0,31,10.2,268,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,20,21.1,21.5,65672.0,74454,66436,86.0,2157,7624.0,5852.0,30,56,32.1,80,82.3,16.0,79,70.7,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2808,14,14.8,22.79326963024512,49190.0,37924,37780,50.0,2058,5431.0,8677.865365853659,5,11,65.2,42,48.1,59.0,289,20.6,328,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2336,14,21.1,21.5,106968.0,74454,66436,91.9,2727,7303.0,1815.0,21,41,70.3,72,97.2,16.0,343,73.3,642,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
5599,22,21.4,22.5,104516.0,57636,101725,97.6,5205,11740.0,27116.0,76,81,9.1,89,70.1,43.0,106,93.8,1286,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,10,14.8,22.79326963024512,36653.0,37924,37780,41.3,2157,4879.0,4.0,3,7,59.1,51,41.1,59.0,128,19.4,816,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5410,19,21.1,21.5,63725.0,74454,66436,73.4,4714,5406.0,3374.0,12,32,58.7,71,80.8,16.0,169,46.8,930,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9528,13,14.8,22.79326963024512,39916.0,37924,37780,46.3,7190,7063.0,163.0,11,14,50.7,57,24.0,59.0,31,38.6,935,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2587,26,21.4,22.5,37606.0,57636,101725,80.7,2546,12312.0,13056.0,42,54,23.7,71,40.5,43.0,386,82.5,348,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5977,17,14.8,22.79326963024512,35706.0,37924,37780,35.1,4385,3837.0,1175.0,22,24,46.6,62,54.0,59.0,106,21.4,460,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
974,19,21.4,22.5,65857.0,57636,101725,79.2,951,6254.176693925234,19158.0,14,30,40.4,60,28.2,43.0,343,63.3,219,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2302,20,21.4,22.5,72898.0,57636,101725,83.8,2211,12922.0,34506.0,49,56,49.9,71,62.4,43.0,252,49.8,451,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,16,14.8,22.79326963024512,40040.0,37924,37780,50.0,2157,7770.0,241.0,3,9,63.7,49,74.8,59.0,99,51.8,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1353,13,14.8,22.79326963024512,33956.0,37924,37780,50.8,1425,4570.0,733.0,16,25,73.3,58,44.1,59.0,111,33.0,266,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2290,17,14.8,22.79326963024512,29689.0,37924,37780,43.5,1834,5739.0,3675.0,10,19,52.1,69,15.6,59.0,289,11.1,148,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3999,18,21.4,22.5,92963.0,57636,101725,98.8,4115,9602.0,10066.0,57,61,12.6,75,66.9,43.0,343,85.7,748,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2390,14,14.8,22.79326963024512,45074.0,37924,37780,44.5,2165,4580.0,775.0,2,7,51.2,51,23.3,59.0,289,24.5,186,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1291,20,14.8,22.79326963024512,28763.0,37924,37780,54.0,1271,7290.0,8677.865365853659,7,13,65.5,53,55.4,59.0,111,21.8,154,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
386,21,21.4,22.5,16562.0,57636,101725,26.9,258,7400.0,3094.0,33,66,53.1,76,8.1,43.0,106,21.1,3,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1387,16,21.4,22.5,142489.0,57636,101725,95.4,1668,11808.0,8677.865365853659,31,44,69.4,56,59.9,43.0,252,99.8,501,20,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4235,13,14.8,22.79326963024512,34645.0,37924,37780,51.6,3657,6609.0,1149.0,16,29,47.3,65,33.0,59.0,106,24.6,601,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
890,24,21.4,22.5,65134.0,57636,101725,99.2,813,16716.0,24342.0,29,38,49.0,59,49.5,43.0,343,62.3,203,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2813,12,14.8,22.79326963024512,61375.0,37924,37780,47.7,2555,5075.0,1201.0,2,12,48.7,56,34.8,59.0,289,19.9,333,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1491,18,21.4,22.5,73119.0,57636,101725,87.6,1507,6254.176693925234,39732.0,39,48,45.1,62,52.9,43.0,343,100.0,367,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1175,10,21.4,22.5,53231.42932960894,57636,101725,99.1,1134,6254.176693925234,1610.0,11,20,83.4,53,93.1,43.0,343,99.4,329,20,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
678,13,13.4,25.9,89587.0,89587,34510,99.4,680,7887.0,18342.0,11,16,73.5,44,58.8,1.0,73,91.0,405,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1426,16,21.4,22.5,86509.0,57636,101725,92.5,1336,14369.0,27581.0,26,38,76.5,58,59.9,43.0,343,74.3,296,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
799,15,14.8,22.79326963024512,56175.0,37924,37780,47.8,498,3511.0,8677.865365853659,5,8,52.7,49,11.2,59.0,111,38.4,138,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1254,14,14.8,22.79326963024512,49266.0,37924,37780,31.1,927,4732.0,1359.0,28,34,53.0,66,24.7,59.0,111,19.7,187,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1152,21,14.8,22.79326963024512,31749.0,37924,37780,38.2,1079,6469.0,269.0,19,27,51.4,48,33.6,59.0,111,27.8,157,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1571,22,21.4,22.5,72236.0,57636,101725,94.8,1699,15854.0,43193.0,50,62,35.2,72,54.3,43.0,343,72.2,463,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2243,14,21.4,22.5,92664.0,57636,101725,87.5,2046,16309.0,8641.0,18,42,39.0,54,65.1,43.0,343,97.5,413,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2856,20,19.5,24.6,53214.0,58286,38763,54.7,2395,4997.0,8677.865365853659,0,100,86.6,67,40.0,12.0,43,20.1,1,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3514,13,14.8,22.79326963024512,47277.0,37924,37780,43.6,2458,4874.0,1026.0,8,18,45.2,54,27.7,59.0,289,33.6,368,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
884,18,14.8,22.79326963024512,21863.0,37924,37780,34.4,675,4968.0,3723.0,21,33,43.0,48,43.6,59.0,111,15.8,66,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
743,30,21.4,22.5,68549.0,57636,101725,62.2,770,11266.0,13183.0,26,39,41.2,57,100.0,43.0,106,74.9,146,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3414,29,21.4,22.5,34152.0,57636,101725,40.6,3097,6848.0,9058.0,25,37,50.1,63,47.7,43.0,343,29.0,193,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3279,12,14.8,22.79326963024512,34156.0,37924,37780,46.8,2520,2258.0,1556.0,2,7,46.8,51,34.8,59.0,289,23.7,307,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8872,14,21.1,21.5,84313.0,74454,66436,91.3,8578,7213.0,3808.0,16,42,58.8,79,69.0,16.0,79,82.0,1569,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3736,20,21.1,21.5,73746.0,74454,66436,83.8,3292,6768.0,10246.0,37,59,31.9,80,79.6,16.0,252,66.3,571,20,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,25,21.1,21.5,134675.0,74454,66436,95.6,2157,12622.0,8677.865365853659,80,90,20.5,96,86.0,16.0,106,78.5,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2552,21,21.1,21.5,52774.0,74454,66436,85.1,2157,5972.0,6424.0,25,53,40.5,80,70.9,16.0,79,58.0,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,20,21.1,21.5,59632.0,74454,66436,84.5,2157,7121.0,13884.0,29,55,44.3,73,80.5,16.0,96,45.9,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6220,14,21.1,21.5,80522.0,74454,66436,85.2,6321,8020.0,2872.0,15,39,63.5,73,72.1,16.0,386,73.9,1236,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
797,18,21.1,21.5,53231.42932960894,74454,66436,98.0,821,8246.0,39618.0,57,59,31.3,84,73.3,16.0,114,76.2,169,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,22,21.1,21.5,75285.0,74454,66436,87.5,2157,9025.0,25201.0,41,74,22.5,92,86.1,16.0,106,68.0,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1602,26,21.4,22.5,52875.0,57636,101725,76.9,1189,6254.176693925234,8775.0,23,33,67.9,48,20.3,43.0,343,56.4,244,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2552,22,21.1,21.5,51425.0,74454,66436,91.7,2157,5993.0,5626.0,51,71,28.2,86,70.0,16.0,386,57.2,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
597,14,14.8,22.79326963024512,22180.0,37924,37780,33.7,430,5546.0,1180.0,66,66,32.3,52,31.0,59.0,111,19.4,30,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1007,18,21.4,22.5,131006.0,57636,101725,86.9,769,14597.0,8677.865365853659,38,43,71.5,66,17.5,43.0,252,79.8,171,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5429,17,21.1,21.5,57497.0,74454,66436,77.9,5048,5930.0,3278.0,15,32,53.5,67,74.8,16.0,169,64.2,1101,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
951,21,21.4,22.5,38249.0,57636,101725,90.0,938,13564.0,10373.0,33,48,43.9,64,65.5,43.0,386,100.0,189,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
197,23,21.4,22.5,38632.0,57636,101725,75.6,222,7313.0,1240.0,22,37,39.4,58,53.1,43.0,106,57.1,40,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1591,14,14.8,22.79326963024512,45868.0,37924,37780,43.9,1346,4701.0,487.0,22,29,51.6,64,50.3,59.0,289,19.3,221,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8902,15,14.8,22.79326963024512,29749.0,37924,37780,52.5,7026,4770.0,162.0,4,12,51.8,68,47.8,59.0,128,37.5,1109,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1734,26,21.4,22.5,78684.0,57636,101725,81.3,1726,12897.0,42253.0,43,51,32.7,69,51.2,43.0,169,69.9,288,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3024,16,14.8,22.79326963024512,29855.0,37924,37780,38.2,2528,3791.0,1737.0,5,15,51.7,67,29.9,59.0,106,53.7,317,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2664,12,14.8,22.79326963024512,43544.0,37924,37780,41.7,2106,4331.0,8677.865365853659,7,16,67.1,60,53.1,59.0,111,42.1,262,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
162,18,21.4,22.5,87841.0,57636,101725,79.6,167,7443.0,16582.0,30,60,70.0,54,100.0,43.0,343,50.9,20,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
933,12,14.8,22.79326963024512,61254.0,37924,37780,45.2,647,4450.0,8677.865365853659,25,37,67.3,49,27.3,59.0,111,28.6,106,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2260,13,14.8,22.79326963024512,87705.0,37924,37780,38.8,2322,4216.0,750.0,14,21,70.6,41,33.4,59.0,289,34.1,283,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1854,15,14.8,22.79326963024512,48137.0,37924,37780,46.2,1557,4098.0,3647.0,6,14,46.9,51,26.9,59.0,289,27.5,318,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6731,15,14.8,22.79326963024512,28561.0,37924,37780,38.8,5749,2303.0,100.0,11,35,79.3,50,26.5,59.0,99,25.4,607,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1299,14,21.4,22.5,121652.0,57636,101725,97.4,1471,11215.0,11458.0,21,29,74.5,61,45.7,43.0,343,99.0,417,20,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
979,16,21.4,22.5,97138.0,57636,101725,84.5,965,15368.0,8677.865365853659,61,63,56.4,79,46.9,43.0,252,62.3,119,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1538,17,14.8,22.79326963024512,48867.0,37924,37780,47.0,876,3533.0,8677.865365853659,22,22,56.9,45,38.1,59.0,111,42.6,194,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4158,14,14.8,22.79326963024512,38458.0,37924,37780,47.5,3434,4282.0,2404.0,4,11,45.1,48,27.4,59.0,289,24.9,447,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1923,16,21.4,22.5,103697.0,57636,101725,92.8,1863,8538.0,4647.0,16,30,78.9,42,60.7,43.0,343,71.2,545,20,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
595,20,21.4,22.5,53231.42932960894,57636,101725,93.8,453,14045.0,18744.0,3,42,41.7,70,59.2,43.0,343,87.4,214,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1402,10,14.8,22.79326963024512,62714.0,37924,37780,54.6,1424,5718.0,2191.0,5,9,59.4,48,51.1,59.0,289,49.4,293,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2242,19,14.8,22.79326963024512,34587.0,37924,37780,41.8,1926,4818.0,612.0,30,32,52.8,56,32.5,59.0,289,20.8,151,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2885,18,14.8,22.79326963024512,24874.0,37924,37780,37.2,2307,4941.0,8677.865365853659,12,13,70.9,54,28.2,59.0,289,27.8,399,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3454,16,14.8,22.79326963024512,33394.0,37924,37780,47.5,2686,4839.0,1679.0,9,24,42.3,63,22.3,59.0,289,47.0,432,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4161,16,14.8,22.79326963024512,27769.0,37924,37780,45.1,3614,4978.0,2294.0,5,10,52.4,63,18.7,59.0,99,26.2,590,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1412,15,14.8,22.79326963024512,41999.0,37924,37780,46.3,1135,2840.0,186.0,17,28,61.2,56,12.2,59.0,111,19.1,107,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4008,13,14.8,22.79326963024512,41964.0,37924,37780,27.1,3232,5576.0,1391.0,12,28,46.0,63,55.1,59.0,289,20.3,258,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
4823,23,21.4,22.5,53231.42932960894,57636,101725,98.6,4600,6254.176693925234,8677.865365853659,81,86,12.0,92,88.6,43.0,96,99.9,1123,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,10,14.8,22.79326963024512,42626.0,37924,37780,31.2,2157,4037.0,198.0,6,16,36.1,69,100.0,59.0,125,13.3,1173,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
830,21,21.4,22.5,112398.0,57636,101725,99.3,874,15341.0,8677.865365853659,39,50,33.1,68,64.9,43.0,252,81.6,235,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3837,15,14.8,22.79326963024512,32725.0,37924,37780,47.3,3174,2362.0,29.0,4,17,73.7,51,27.2,59.0,289,17.3,369,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2352,23,14.8,22.79326963024512,37109.0,37924,37780,52.8,2205,4772.0,914.0,8,23,73.4,60,24.5,59.0,289,31.3,407,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2753,20,14.8,22.79326963024512,38793.0,37924,37780,54.5,2292,5425.0,1898.0,8,31,53.0,64,27.6,59.0,289,33.9,374,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
