chronname,city,state,level,control,basic,hbcu,flagship,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,med_sat_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar
ITT Technical Institute-High Point,High Point,North Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,451,16.7,19.5,24.6,79018,58286,38763,70.5,430,1059.8893044128647,3804.0,32544.04606112785,28.36446495529276,42.40758580905681,77.6,66.23185289957567,19.0,12,83,57.67591933570581,658.3060282665128,0.0
The Art Institutes InternationalKansas City,Lenexa,Kansas,4-year,Private for-profit,Schools of art- music- and design,no,no,495,15.0,28.4,24.6,95665,50854,38763,73.7,531,1059.8893044128647,4274.0,32544.04606112785,28.36446495529276,42.40758580905681,58.2,45.0,12.2,5,114,57.67591933570581,658.3060282665128,0.0
The Art Institute of Raleigh-Durham,Durham,North Carolina,4-year,Private for-profit,Schools of art- music- and design,no,no,781,13.9,19.5,24.6,103646,58286,38763,65.7,794,1059.8893044128647,5460.0,32544.04606112785,28.36446495529276,42.40758580905681,67.8,40.4,30.0,12,114,57.67591933570581,658.3060282665128,0.0
Le Cordon Bleu College of Culinary Arts - Dallas,Dallas,Texas,2-year,Private for-profit,Associates--Private For-profit,no,no,892,30.6,35.1,32.8,16487,18614,24795,100.0,1467,1059.8893044128647,4659.0,32544.04606112785,20.0,50.4,58.2,68.0,62.5,37,517,57.67591933570581,544.0,20.0
Virginia College-Montgomery,Montgomery,Alabama,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,656,1.2,3.2,32.8,27088,24274,24795,69.8,430,1059.8893044128647,3454.0,32544.04606112785,6.7,7.9,90.5,62.1,46.6,5,81,86.8,89.0,0.0
Beckfield College-Tri-County,Springdale,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,554,17.3,34.1,32.8,39188,35515,24795,52.3,454,1059.8893044128647,1236.0,32544.04606112785,11.1,24.1,85.2,31.0,8.1,42,517,24.0,54.0,0.0
Pinnacle Career Institute-North Kansas City,Kansas City,Missouri,2-year,Private for-profit,Associates--Private For-profit,no,no,161,51.3,36.2,32.8,0,14611,24795,100.0,222,1059.8893044128647,4565.0,32544.04606112785,78.5,78.5,65.4,84.9,46.7,19,517,100.0,172.0,0.0
Strayer University-Kentucky,Lexington,Kentucky,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,424,11.8,28.0,24.6,79599,42765,38763,8.5,486,1059.8893044128647,4988.0,32544.04606112785,28.36446495529276,42.40758580905681,71.5,0.0,13.9,15,81,57.67591933570581,658.3060282665128,0.0
Strayer University-North Carolina,Morrisville,North Carolina,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,2116,18.1,19.5,24.6,44185,58286,38763,6.2,2049,1059.8893044128647,4802.0,32544.04606112785,0.0,33.3,71.2,50.0,13.3,12,81,57.67591933570581,6.0,0.0
Strayer University-New Jersey,Cherry Hill,New Jersey,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,580,11.6,18.1,24.6,73923,65507,38763,10.0,518,1059.8893044128647,4952.0,32544.04606112785,28.36446495529276,42.40758580905681,52.9,33.3,21.8,3,81,57.67591933570581,658.3060282665128,0.0
National College-Dayton,Kettering,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,167,42.1,34.1,32.8,39797,35515,24795,62.9,190,1059.8893044128647,4651.0,32544.04606112785,33.3,33.3,83.9,60.0,25.0,42,517,25.0,3.0,20.0
National College-Youngstown,Youngstown,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,130,34.8,34.1,32.8,43690,35515,24795,75.4,238,1059.8893044128647,5178.0,32544.04606112785,46.2,61.5,94.6,23.1,26.1,42,517,36.1,13.0,20.0
National College-Cincinnati,Cincinnati,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,137,32.2,34.1,32.8,77455,35515,24795,56.2,155,1059.8893044128647,5168.0,32544.04606112785,0.0,25.0,89.6,20.0,36.0,42,517,80.0,4.0,20.0
National College,Stow,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,82,35.5,34.1,32.8,46085,35515,24795,68.3,144,1059.8893044128647,4829.0,32544.04606112785,55.6,55.6,74.6,66.7,20.6,42,517,39.1,9.0,20.0
Ohio Business College-Hilliard,Columbu,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,165,23.0,34.1,32.8,25362,35515,24795,76.4,181,1059.8893044128647,3747.0,32544.04606112785,51.2,58.5,78.7,60.0,36.8,42,517,34.2,41.0,0.0
King's College (N.Y.),New York,New York,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,516,12.8,22.8,22.5,184771,108407,101725,95.5,522,1160.0,19698.0,935.0,56.8,61.4,31.6,59.9,54.5,116,252,57.67591933570581,44.0,20.0
Chamberlain College of Nursing-Illinois,Addison,Illinois,4-year,Private for-profit,Other health professions schools,no,no,10783,48.1,28.6,24.6,19439,40421,38763,21.6,6440,1059.8893044128647,2388.0,32544.04606112785,28.36446495529276,42.40758580905681,27.0,82.4,16.5,19,43,57.67591933570581,658.3060282665128,0.0
Chamberlain College of Nursing-Ohio,Columbus,Ohio,4-year,Private for-profit,Other health professions schools,no,no,667,41.9,27.6,24.6,60750,43576,38763,51.9,528,1059.8893044128647,3321.0,32544.04606112785,28.36446495529276,42.40758580905681,49.8,100.0,15.0,24,43,57.67591933570581,658.3060282665128,0.0
Chamberlain College of Nursing-Arizona,Phoenix,Arizona,4-year,Private for-profit,Other health professions schools,no,no,515,24.0,32.8,24.6,75430,25661,38763,59.6,470,1059.8893044128647,3081.0,32544.04606112785,28.36446495529276,42.40758580905681,50.8,83.3,24.0,23,43,57.67591933570581,658.3060282665128,0.0
Bryan College at Rogers,Rogers,Arkansas,2-year,Private for-profit,Associates--Private For-profit,no,no,84,51.4,51.4,32.8,38603,38603,24795,100.0,177,1059.8893044128647,4614.0,32544.04606112785,4.6,46.0,90.5,33.3,14.3,1,517,100.0,87.0,20.0
Broadview University-Orem,Orem,Utah,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,124,27.7,30.1,24.6,0,39368,38763,66.1,132,1059.8893044128647,4498.0,32544.04606112785,28.36446495529276,42.40758580905681,76.6,50.0,55.0,11,83,57.67591933570581,658.3060282665128,0.0
Institute of Production and Recording,Minneapolis,Minnesota,2-year,Private for-profit,Associates--Private For-profit,no,no,242,40.2,38.0,32.8,62126,26759,24795,63.2,285,1059.8893044128647,5074.0,32544.04606112785,47.5,53.5,45.3,62.5,37.5,5,517,48.6,99.0,20.0
Virginia College-Greenville,Greenville,South Carolina,2-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,460,36.4,34.4,32.8,31481,28293,24795,66.7,305,1059.8893044128647,4102.0,32544.04606112785,8.6,8.6,89.4,63.4,52.8,5,83,72.2,58.0,0.0
International Professional School of Bodywork,San Diego,California,2-year,Private for-profit,Associates--Private For-profit,no,no,215,40.3,39.3,32.8,18734,23430,24795,21.4,174,1059.8893044128647,3086.0,32544.04606112785,20.0,20.0,50.6,66.23185289957567,0.0,63,517,15.1,5.0,0.0
Denver School of Nursing,Denver,Colorado,4-year,Private for-profit,Other health professions schools,no,no,696,45.5,24.7,24.6,32967,44867,38763,100.0,778,1059.8893044128647,3882.0,32544.04606112785,28.36446495529276,42.40758580905681,29.8,66.23185289957567,21.3,16,43,57.67591933570581,658.3060282665128,20.0
Allied Health Institute,Plantation,Florida,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,632,18.9,18.1,24.6,11757,46698,38763,100.0,1019,1059.8893044128647,1744.0,32544.04606112785,28.36446495529276,42.40758580905681,55.7,66.23185289957567,5.7,48,81,57.67591933570581,658.3060282665128,0.0
College of Western Idaho,Nampa,Idaho,2-year,Public,Associates--Public Rural-serving Medium,no,no,9191,10.0,16.3,16.5,56725,38731,37780,42.8,6300,1059.8893044128647,2938.0,163.0,4.2,10.4,57.3,49.6,23.3,4,289,39.3,1021.0,0.0
Yeshiva of Machzikai Hadas,Brooklyn,New York,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,347,15.4,22.8,22.5,63939,108407,101725,100.0,312,1059.8893044128647,10974.0,32544.04606112785,0.0,51.7,78.7,84.5,47.4,116,106,57.67591933570581,29.0,0.0
Global Health Nurse Training Services,Alexandria,Virginia,2-year,Private for-profit,Associates--Private For-profit,no,no,265,36.5,28.4,32.8,23835,18728,24795,35.1,351,1059.8893044128647,5901.0,32544.04606112785,26.5,26.5,29.3,64.5,37.5,17,517,57.67591933570581,34.0,0.0
Fortis Institute,Pensacola,Florida,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,817,30.5,34.7,32.8,19346,25317,24795,100.0,1167,1059.8893044128647,4161.0,32544.04606112785,8.8,52.1,59.8,57.0,30.9,39,81,100.0,624.0,0.0
Fortis College,Montgomery,Alabama,2-year,Private for-profit,Associates--Private For-profit,no,no,363,39.8,3.2,32.8,11998,24274,24795,79.9,728,1059.8893044128647,3931.0,32544.04606112785,5.9,40.2,67.6,57.1,28.0,5,517,57.67591933570581,528.0,0.0
Woodland Community College,Woodland,California,2-year,Public,Associates--Public Rural-serving Medium,no,no,2641,11.3,12.8,16.5,93699,44144,37780,31.4,1523,1059.8893044128647,2993.0,32544.04606112785,0.6,13.5,31.6,70.8,25.2,113,289,14.2,171.0,0.0
Minnesota School of Business-Moorhead,Moorhead,Minnesota,4-year,Private for-profit,Schools of business and management,no,no,182,35.8,19.6,24.6,0,43085,38763,69.8,195,1059.8893044128647,4492.0,32544.04606112785,28.36446495529276,42.40758580905681,52.8,100.0,25.8,28,42,57.67591933570581,658.3060282665128,0.0
Brown Mackie College-Boise,Boise,Idaho,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,393,30.9,30.3,24.6,40326,43878,38763,100.0,417,1059.8893044128647,3570.0,32544.04606112785,28.36446495529276,42.40758580905681,81.3,66.23185289957567,10.0,3,83,57.67591933570581,658.3060282665128,0.0
Brown Mackie College-Tulsa,Tulsa,Oklahoma,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,604,17.3,25.4,24.6,66314,39682,38763,100.0,575,1059.8893044128647,4201.0,32544.04606112785,28.36446495529276,42.40758580905681,82.1,66.23185289957567,14.8,8,83,57.67591933570581,658.3060282665128,0.0
Daymar College-Scottsville,Scottsville,Kentucky,2-year,Private for-profit,Associates--Private For-profit,no,no,48,34.8,41.4,32.8,38862,44716,24795,75.0,75,1059.8893044128647,7149.0,32544.04606112785,36.4,36.4,92.9,66.7,5.6,7,517,65.6,22.0,0.0
Miller-Motte College-Greenville,Greenville,North Carolina,2-year,Private for-profit,Associates--Private For-profit,no,no,446,32.3,35.9,32.8,32649,28422,24795,60.3,452,1059.8893044128647,4467.0,32544.04606112785,5.7,35.8,93.0,53.0,24.1,4,517,54.8,53.0,0.0
Metro Business College,Arnold,Missouri,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,50,42.5,36.2,32.8,19293,14611,24795,84.0,83,1059.8893044128647,5388.0,32544.04606112785,62.5,87.5,87.7,70.0,55.6,19,81,92.3,24.0,0.0
Virginia College-Jacksonville,Jacksonville,Florida,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,629,26.1,34.7,32.8,30466,25317,24795,74.2,444,1059.8893044128647,4464.0,32544.04606112785,72.0,73.8,80.3,52.2,40.3,39,81,54.8,107.0,0.0
Columbia College,Fairfax,Virginia,2-year,Private for-profit,Associates--Private For-profit,no,no,310,31.6,28.4,32.8,15279,18728,24795,85.8,243,1059.8893044128647,3769.0,32544.04606112785,33.7,61.4,43.1,78.4,7.0,17,517,57.67591933570581,264.0,0.0
The Art Institute of Washington-Dulles,Sterling,Virginia,4-year,Private for-profit,Schools of art- music- and design,no,no,244,4.0,28.6,24.6,261210,34964,38763,75.8,231,1059.8893044128647,4892.0,32544.04606112785,28.36446495529276,42.40758580905681,50.0,63.6,22.2,20,114,57.67591933570581,658.3060282665128,0.0
Virginia College-Charleston,North Charleston,South Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,425,22.1,21.6,24.6,37030,49186,38763,74.4,326,1059.8893044128647,4215.0,32544.04606112785,28.36446495529276,42.40758580905681,89.1,45.3,27.5,8,83,57.67591933570581,658.3060282665128,0.0
Miller-Motte College-Raleigh,Raleigh,North Carolina,2-year,Private for-profit,Associates--Private For-profit,no,no,459,24.6,35.9,32.8,42895,28422,24795,62.1,576,1059.8893044128647,4774.0,32544.04606112785,5.9,37.3,87.8,47.7,29.5,4,517,74.5,51.0,0.0
International Academy of Design and Technology-Online,Tampa,Florida,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,1251,16.6,18.1,24.6,71872,46698,38763,88.9,1545,1059.8893044128647,5332.0,32544.04606112785,0.0,0.0,75.9,42.3,5.3,48,83,57.67591933570581,2.0,0.0
ITT Technical Institute-Madison,Madison,Mississippi,2-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,231,30.2,38.0,32.8,61671,21061,24795,80.1,170,1059.8893044128647,3855.0,32544.04606112785,28.36446495529276,42.40758580905681,73.3,29.4,7.1,6,83,78.8,658.3060282665128,0.0
ITT Technical Institute-Springfield,Springfield,Missouri,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,206,28.6,32.0,24.6,46252,27738,38763,76.7,212,1059.8893044128647,3959.0,32544.04606112785,28.36446495529276,42.40758580905681,82.2,66.23185289957567,3.2,20,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Huntington,Huntington,West Virginia,2-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,263,20.4,33.1,32.8,77729,29060,24795,76.8,313,1059.8893044128647,3593.0,32544.04606112785,0.0,25.0,79.0,45.3,15.9,8,83,84.5,56.0,0.0
ITT Technical Institute-Concord,Concord,California,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,258,30.5,23.2,24.6,31234,53245,38763,80.6,326,1059.8893044128647,4434.0,32544.04606112785,28.36446495529276,42.40758580905681,70.4,66.23185289957567,9.5,64,83,57.67591933570581,658.3060282665128,0.0
ITT Technical Institute-Charlotte North,Charlotte,North Carolina,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,416,18.0,19.5,24.6,49214,58286,38763,77.2,385,1059.8893044128647,3663.0,32544.04606112785,28.36446495529276,42.40758580905681,79.9,66.23185289957567,6.4,12,83,57.67591933570581,658.3060282665128,0.0
Universidad Politecnica de Puerto Rico-Orlando Campus,Orlando,Florida,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,82,25.7,24.2,22.5,39575,71929,101725,20.7,90,1059.8893044128647,10578.0,32544.04606112785,28.36446495529276,42.40758580905681,58.9,0.0,6.9,47,343,57.67591933570581,658.3060282665128,0.0
Brown Mackie College-Phoenix,Phoenix,Arizona,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,637,19.5,32.8,24.6,72464,25661,38763,100.0,554,1059.8893044128647,4013.0,32544.04606112785,28.36446495529276,42.40758580905681,78.2,66.23185289957567,12.9,23,83,57.67591933570581,658.3060282665128,0.0
Strayer University-Ohio,Mason,Ohio,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,727,5.5,27.6,24.6,121812,43576,38763,5.4,814,1059.8893044128647,4270.0,32544.04606112785,28.36446495529276,42.40758580905681,74.4,0.0,27.9,24,81,57.67591933570581,658.3060282665128,0.0
Minnesota School of Business-Elk River,Elk River,Minnesota,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,291,28.3,19.6,24.6,0,43085,38763,67.4,307,1059.8893044128647,5525.0,32544.04606112785,28.36446495529276,42.40758580905681,64.3,40.0,19.2,28,83,57.67591933570581,658.3060282665128,0.0
Brown Mackie College-Greenville,Greenville,South Carolina,4-year,Private for-profit,Associates--Private For-profit,no,no,845,18.6,21.6,24.6,41672,49186,38763,100.0,838,1059.8893044128647,3898.0,32544.04606112785,28.36446495529276,42.40758580905681,87.1,100.0,29.4,8,517,57.67591933570581,658.3060282665128,0.0
Globe University-Sioux Falls,Sioux Falls,South Dakota,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,171,31.6,18.5,24.6,0,62638,38763,81.3,193,1059.8893044128647,5574.0,32544.04606112785,28.36446495529276,42.40758580905681,61.7,50.0,20.0,4,83,57.67591933570581,658.3060282665128,0.0
Globe University-Eau Claire,Eau Claire,Wisconsin,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,221,36.8,25.1,24.6,0,34675,38763,72.9,289,1059.8893044128647,4571.0,32544.04606112785,28.36446495529276,42.40758580905681,71.2,100.0,33.3,15,83,57.67591933570581,658.3060282665128,0.0
Globe University-Minneapolis,Minneapolis,Minnesota,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,no,no,126,15.0,19.6,24.6,0,43085,38763,81.0,140,1059.8893044128647,5215.0,32544.04606112785,28.36446495529276,42.40758580905681,66.3,100.0,10.5,28,83,57.67591933570581,658.3060282665128,0.0
Herzing University-Toledo,Toledo,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,205,19.0,27.6,24.6,36323,43576,38763,66.8,288,1059.8893044128647,4543.0,32544.04606112785,28.36446495529276,42.40758580905681,84.8,0.0,40.0,24,517,57.67591933570581,658.3060282665128,0.0
Carrington CollegeLas Vegas,Las Vegas,Nevada,2-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,255,37.6,27.7,32.8,78946,23966,24795,87.8,237,1059.8893044128647,3814.0,32544.04606112785,0.0,50.0,66.1,66.7,52.9,6,81,57.67591933570581,22.0,0.0
New Hope Christian College-Honolulu,Honolulu,Hawaii,4-year,Private not-for-profit,Not applicable- not in Carnegie universe,no,no,129,16.5,21.6,22.5,62441,63809,101725,62.8,107,1059.8893044128647,2332.0,580.0,3.6,17.9,44.7,85.0,5.0,5,81,57.67591933570581,28.0,0.0
American College of Technology,St Joseph,Missouri,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,1822,10.1,32.0,24.6,16625,27738,38763,100.0,1042,1059.8893044128647,5502.0,32544.04606112785,28.36446495529276,42.40758580905681,16.9,66.23185289957567,100.0,20,81,57.67591933570581,658.3060282665128,0.0
West Coast University-Orange County,Anaheim,California,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,1528,15.5,23.2,24.6,0,53245,38763,92.8,2464,1059.8893044128647,5179.0,32544.04606112785,28.36446495529276,42.40758580905681,40.2,90.9,28.1,64,81,57.67591933570581,658.3060282665128,0.0
West Coast University-Ontario,Ontario,California,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,1103,15.0,23.2,24.6,0,53245,38763,94.4,1887,1059.8893044128647,5036.0,32544.04606112785,28.36446495529276,42.40758580905681,48.3,75.0,27.5,64,81,57.67591933570581,658.3060282665128,0.0
Virginia College-Augusta,Augusta,Georgia,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,902,39.4,18.0,24.6,23869,59081,38763,63.9,598,1059.8893044128647,4284.0,32544.04606112785,28.36446495529276,42.40758580905681,91.0,71.7,38.1,15,81,57.67591933570581,658.3060282665128,0.0
Harrison College-Grove City,Grove City,Ohio,4-year,Private for-profit,Not applicable- not in Carnegie universe,no,no,244,10.9,27.6,24.6,73541,43576,38763,68.9,197,1059.8893044128647,5629.0,32544.04606112785,28.36446495529276,42.40758580905681,84.6,66.23185289957567,15.8,24,81,57.67591933570581,658.3060282665128,0.0
