iter	Logloss
363	0.361545932
364	0.3612492585
365	0.360789361
366	0.3606031076
367	0.3602507523
368	0.3600395622
369	0.3598405797
370	0.3596871413
371	0.3594360544
372	0.3590213411
373	0.3586804209
374	0.3583790188
375	0.3580093612
376	0.3576579255
377	0.3575051422
378	0.3571924095
379	0.3568911909
380	0.3566493489
381	0.3562530304
382	0.3560003773
383	0.3557247807
384	0.3554102334
385	0.3551849226
386	0.3549256424
387	0.3546323937
388	0.354330169
389	0.3539701779
390	0.3537989259
391	0.3535230211
392	0.3530505487
393	0.352682865
394	0.3523498919
395	0.3520821565
396	0.3518144765
397	0.3516279569
398	0.3514215934
399	0.3512636901
400	0.3509567499
401	0.3506231007
402	0.3503787275
403	0.3501292936
404	0.3498588455
405	0.3496501394
406	0.3493539916
407	0.3491208572
408	0.3487191728
409	0.34837273
410	0.3481260348
411	0.3477303114
412	0.3474343928
413	0.3471695371
414	0.3469225603
415	0.3466527829
416	0.3462884387
417	0.3459810449
418	0.3456823558
419	0.3453752585
420	0.3451712843
421	0.3449363748
422	0.3446270627
423	0.3444279681
424	0.3442637059
425	0.3441137704
426	0.3437862442
427	0.3435950595
428	0.3433070826
429	0.3430690208
430	0.3428498363
431	0.3425796922
432	0.3423822117
433	0.3421488686
434	0.3419286608
435	0.3417005036
436	0.3414157837
437	0.3411913518
438	0.3410252532
439	0.3407739049
440	0.3404399269
441	0.3402399734
442	0.340043463
443	0.3398886698
444	0.3396981837
445	0.3393981517
446	0.3391459658
447	0.3389283711
448	0.3386991255
449	0.3384319063
450	0.3381606423
451	0.3379116791
452	0.3376970811
453	0.3373336059
454	0.337083124
455	0.3368132911
456	0.3365318135
457	0.3362366969
458	0.3359801506
459	0.335753841
460	0.3354208838
461	0.3351319873
462	0.3347718256
463	0.3344934493
464	0.3343322814
465	0.3341621298
466	0.3339793191
467	0.333828552
468	0.333556774
469	0.3331866092
470	0.3329215074
471	0.332693931
472	0.332391237
473	0.3320890811
474	0.3317693345
475	0.3315006092
476	0.331286831
477	0.3309843592
478	0.3308353676
479	0.3305804753
480	0.3303993589
481	0.3300831779
482	0.3299525067
483	0.3297229411
484	0.3295526196
485	0.3293654894
486	0.3291316873
487	0.3288944086
488	0.3285584522
489	0.3282765497
490	0.3279448235
491	0.3277112774
492	0.3274472107
493	0.3273042411
494	0.327130229
495	0.3269601765
496	0.3265136988
497	0.3262892553
498	0.3260278399
499	0.3257681779
500	0.3254648336
501	0.3252367985
502	0.3249308321
503	0.3246540937
504	0.3244904096
505	0.3243091673
506	0.3240609402
507	0.3237074257
508	0.3234649789
509	0.3232008196
510	0.3229506864
511	0.3226726301
512	0.3223590177
513	0.322144649
514	0.3219872998
515	0.3217803762
516	0.3214347396
517	0.3211914463
518	0.320770508
519	0.3204541976
520	0.3201863449
521	0.3200240183
522	0.3197798457
523	0.3194953379
524	0.3192697228
525	0.3190825759
526	0.3188883942
527	0.3187314012
528	0.3184961549
529	0.3182260284
530	0.3180724105
531	0.3178204764
532	0.3175378531
533	0.3172056005
534	0.3169369803
535	0.3166895961
536	0.3165013529
537	0.3162119197
538	0.3159990027
539	0.3156475914
540	0.3154249401
541	0.3151529444
542	0.3148101045
543	0.3146254392
544	0.3144390007
545	0.31420712
546	0.3138657111
547	0.3135392912
548	0.3133891201
549	0.3132260619
550	0.3130218348
551	0.3127798352
552	0.3126049581
553	0.3124857812
554	0.3122799566
555	0.312080144
556	0.3119620252
557	0.3117074122
558	0.3115151438
559	0.3112567648
560	0.3109480635
561	0.3107789037
562	0.3105824334
563	0.3103534027
564	0.3101141735
565	0.3099213784
566	0.3096841248
567	0.3093896615
568	0.3090607136
569	0.3088517271
570	0.3085077142
571	0.3083074308
572	0.3080853779
573	0.3078459917
574	0.3076402917
575	0.3074023099
576	0.3071472833
577	0.3069068086
578	0.3066644962
579	0.3064695669
580	0.3061665048
581	0.3059937014
582	0.3058444432
583	0.3055890111
584	0.3052647409
585	0.3050528875
586	0.3046918409
587	0.3043843992
588	0.3041367586
589	0.3038924566
590	0.3036073181
591	0.3033792993
592	0.3031684176
593	0.3028720405
594	0.3025883294
595	0.3023322394
596	0.3021242361
597	0.3018921317
598	0.3016914147
599	0.3015011192
600	0.3011630956
601	0.3008784231
602	0.3006404102
603	0.300360657
604	0.3000711255
605	0.299891203
606	0.2997249539
607	0.2994484011
608	0.2992633085
609	0.2990659271
610	0.2988632306
611	0.2986818181
612	0.298431841
613	0.298108982
614	0.2979268569
615	0.2977299129
616	0.2975063277
617	0.2971955846
618	0.2969965277
619	0.2967404957
620	0.2965057575
621	0.2962837193
622	0.2960014722
623	0.295722638
624	0.2955575353
625	0.2953587853
626	0.295061497
627	0.2948122557
628	0.2946187998
629	0.2944337939
630	0.2942393547
631	0.2940627719
632	0.2938704018
633	0.2935575926
634	0.2932450691
635	0.2930076957
636	0.2927717804
637	0.2925220956
638	0.2922246234
639	0.2920186125
640	0.291777932
641	0.2916003121
642	0.2913767918
643	0.2911231078
644	0.2906073711
645	0.2903122865
646	0.2901080667
647	0.2897486209
648	0.2894532252
649	0.2891627528
650	0.2888000963
651	0.2885873355
652	0.2883818219
653	0.2882052511
654	0.2879170008
655	0.2877097468
656	0.2874197061
657	0.2871442121
658	0.2868501308
659	0.2865748358
660	0.2863012943
661	0.2861440058
662	0.2858947956
663	0.2855430531
664	0.2852662185
665	0.2850739332
666	0.2848123873
667	0.2846042394
668	0.2843716748
669	0.2841853762
670	0.2839036276
671	0.283726271
672	0.2834407852
673	0.2831895952
674	0.2828705909
675	0.2825190859
676	0.2822499932
677	0.2820938946
678	0.2818981373
679	0.2817481302
680	0.2815204285
681	0.2812903996
682	0.2810205084
683	0.2808081903
684	0.2806098271
685	0.2803703897
686	0.2799601816
687	0.2797527557
688	0.2795214822
689	0.2792474854
690	0.2789868056
691	0.2788260259
692	0.2784862984
693	0.2782505011
694	0.2780581401
695	0.2778763538
696	0.277577177
697	0.2773107937
698	0.2769938583
699	0.2766638689
700	0.2764780792
701	0.2763985115
702	0.2761049187
703	0.2759237583
704	0.2757428825
705	0.2754856001
706	0.2753574107
707	0.2751327265
708	0.2749243031
709	0.2746208867
710	0.2744449628
711	0.2742088445
712	0.2739177017
713	0.2736545312
714	0.2734865752
715	0.2732059735
716	0.2730683385
717	0.2729206477
718	0.2727862736
719	0.2724677818
720	0.2721262797
721	0.2718101206
722	0.271556524
723	0.2714312857
724	0.2712055131
725	0.271060373
726	0.2708059121
727	0.2706206738
728	0.2703870158
729	0.2701728857
730	0.269900577
731	0.269640941
732	0.2692879713
733	0.2690799734
734	0.2687921339
735	0.2686435191
736	0.2683863346
737	0.2682404156
738	0.2680081378
739	0.2676858044
740	0.267581339
741	0.2673466009
742	0.2669989893
743	0.2668751094
744	0.2666063657
745	0.2664366326
746	0.2663929443
747	0.2661672607
748	0.2660267481
749	0.2657702609
750	0.2654961813
751	0.2652887808
752	0.2650502307
753	0.2647861358
754	0.2645987492
755	0.2644255599
756	0.2641891427
757	0.2639634989
758	0.2637079389
759	0.2634542898
760	0.2632127724
761	0.2630839028
762	0.2629116956
763	0.2626626992
764	0.2625467945
765	0.262234189
766	0.2621727289
767	0.2619175942
768	0.2617634164
769	0.2616166169
770	0.2613702038
771	0.2611957972
772	0.2609118814
773	0.2607027056
774	0.2605332357
775	0.2601727071
776	0.259939148
777	0.2597067471
778	0.2594701353
779	0.2592780424
780	0.2590551047
781	0.2588271409
782	0.2586569194
783	0.2584283777
784	0.2582492477
785	0.2580016105
786	0.2577211201
787	0.2574802034
788	0.257247583
789	0.257069628
790	0.256891281
791	0.2566908899
792	0.2564717357
793	0.2561968094
794	0.2560267095
795	0.2558167022
796	0.2556574569
797	0.2554175043
798	0.2552335802
799	0.2549906679
800	0.2547657045
801	0.254573449
802	0.2542935261
803	0.2540776646
804	0.2538583914
805	0.2536269851
806	0.2534086436
807	0.2532640446
808	0.2530281382
809	0.2528494746
810	0.2526553158
811	0.2523738056
812	0.2522038925
813	0.2520421284
814	0.2517271567
815	0.2515112161
816	0.2511464841
817	0.2509507635
818	0.2507080195
819	0.2504965718
820	0.25025636
821	0.2499862529
822	0.2498090063
823	0.249696189
824	0.249536177
825	0.249212302
826	0.2491198761
827	0.2489394317
828	0.2487428265
829	0.248517858
830	0.2483230172
831	0.2480593429
832	0.2478320666
833	0.2476293887
834	0.2474418689
835	0.2473247023
836	0.2470643615
837	0.2468485287
838	0.2467157466
839	0.2465029366
840	0.2461604319
841	0.2460506118
842	0.2458624246
843	0.2456513946
844	0.2455042068
845	0.2453069842
846	0.2449858356
847	0.2447637719
848	0.2446944351
849	0.2444722569
850	0.2440851118
851	0.2438224428
852	0.2435935411
853	0.2432861685
854	0.2430697342
855	0.2428716548
856	0.2426485018
857	0.2425198441
858	0.2423127088
859	0.2421126173
860	0.2419328038
861	0.2417602167
862	0.2415316538
863	0.2414115506
864	0.2411769866
865	0.2410029223
866	0.2408778781
867	0.2407273516
868	0.2405436404
869	0.2402631426
870	0.2400156649
871	0.2398634836
872	0.2396871903
873	0.2394859097
874	0.2392954721
875	0.2391163047
876	0.2389275393
877	0.2386675058
878	0.2385002587
879	0.2382658967
880	0.2381755261
881	0.2379595641
882	0.237673023
883	0.2375072312
884	0.2373354412
885	0.237173636
886	0.2369493225
887	0.2367758669
888	0.2366337464
889	0.2364354642
890	0.2363170366
891	0.236085327
892	0.2358905602
893	0.2355862163
894	0.2352883534
895	0.2351507946
896	0.2349705645
897	0.234885196
898	0.2345893598
899	0.2344471875
900	0.2341565943
901	0.2339265528
902	0.2336667276
903	0.2334105841
904	0.2332520931
905	0.2331131098
906	0.2329112993
907	0.232797515
908	0.2326977229
909	0.2325302334
910	0.2323336398
911	0.2322028902
912	0.2320272578
913	0.2318790021
914	0.2317988614
915	0.2315337614
916	0.2313779572
917	0.2311929283
918	0.2310943516
919	0.2308926701
920	0.2307156264
921	0.2304911031
922	0.2302487189
923	0.2301395022
924	0.230077961
925	0.2299408422
926	0.229838102
927	0.2297290954
928	0.2295648321
929	0.229383067
930	0.2290152214
931	0.2289128239
932	0.2287311667
933	0.2284272246
934	0.2282900665
935	0.228191707
936	0.2281562414
937	0.2279832497
938	0.2278012518
939	0.2276193526
940	0.2274268943
941	0.2272347077
942	0.2271079209
943	0.2268085107
944	0.2266004724
945	0.2264030286
946	0.2263101651
947	0.2261676026
948	0.2260183945
949	0.2259654745
950	0.2257773882
951	0.2255496827
952	0.2252578578
953	0.2250997913
954	0.2249458418
955	0.2247816296
956	0.2246191821
957	0.2244657313
958	0.2242092889
959	0.2241002416
960	0.2239655661
961	0.2238734302
962	0.2236329209
963	0.2234479838
964	0.2232649954
965	0.2231235857
966	0.2229870913
967	0.222785097
968	0.2225685464
969	0.222428515
970	0.2222996713
971	0.2220690474
972	0.2218568386
973	0.2216588049
974	0.221494686
975	0.2213421326
976	0.2210050117
977	0.220797666
978	0.2206195689
979	0.2205324244
980	0.2204582087
981	0.2202841443
982	0.2200765126
983	0.2198382941
984	0.2196950896
985	0.2195748156
986	0.2194123984
987	0.219161647
988	0.2189083484
989	0.2187159508
990	0.2186295238
991	0.2184113113
992	0.218245385
993	0.2180526187
994	0.2178159621
995	0.2176404802
996	0.2174720395
997	0.2172351626
998	0.2170571621
999	0.2168805847
